split_month,feature,beta_hat,coef_y_units_per_stdX,coef_y_units_per_rawX
2024-11,g_fever,7.821448802947998,7821.448802947998,37774.092610365515
2024-11,g_vaccine,-2.4292516708374023,-2429.2516708374023,-10899.369368315312
2024-11,wiki_views,7.957618236541748,7957.618236541748,10844.11043186966
2024-11,x_tilde_lag1,1.8474323749542236,1847.4323749542236,92.6257934169559
2024-11,x_tilde_lag2,-2.1551320552825928,-2155.132055282593,-109.95467705681763
2024-11,x_tilde_lag12,0.7472305297851562,747.2305297851562,35.67527489924542
2024-11,s_sin1,-6.827547073364258,-6827.547073364258,-9554.501092017032
2024-11,s_cos1,2.1721673011779785,2172.1673011779785,3106.556935454943
2024-11,s_sin2,-2.312439203262329,-2312.439203262329,-3236.03816354298
2024-11,s_cos2,-2.671624183654785,-2671.624183654785,-3820.8625238769723
2024-11,intercept,17.981943130493164,17981.943130493164,-94952.7593073644
2024-12,g_fever,9.119502067565918,9119.502067565918,44348.20533441296
2024-12,g_vaccine,0.006194327026605606,6.194327026605606,28.068025492088516
2024-12,wiki_views,1.678817629814148,1678.817629814148,2289.3095573411942
2024-12,x_tilde_lag1,-0.4883975088596344,-488.3975088596344,-24.677353251922593
2024-12,x_tilde_lag2,5.415818691253662,5415.818691253662,271.53605733047743
2024-12,x_tilde_lag12,2.7322654724121094,2732.2654724121094,132.25806689876478
2024-12,s_sin1,-3.7497451305389404,-3749.7451305389404,-5302.940509806603
2024-12,s_cos1,-1.4939274787902832,-1493.9274787902832,-2112.7325378649402
2024-12,s_sin2,-1.4998937845230103,-1499.8937845230103,-2121.1701684938307
2024-12,s_cos2,-2.003413677215576,-2003.4136772155762,-2833.2548418511133
2024-12,intercept,18.27871322631836,18278.71322631836,-23028.401791883385
2025-01,g_fever,7.196572303771973,7196.572303771973,35143.779243349716
2025-01,g_vaccine,0.2091207504272461,209.1207504272461,954.7746878020057
2025-01,wiki_views,2.6522481441497803,2652.2481441497803,3608.062791505318
2025-01,x_tilde_lag1,-0.9432793855667114,-943.2793855667114,-48.157020446501356
2025-01,x_tilde_lag2,5.8420586585998535,5842.0586585998535,295.18280216731233
2025-01,x_tilde_lag12,3.3039913177490234,3303.9913177490234,160.99713136294417
2025-01,s_sin1,-4.1497392654418945,-4149.7392654418945,-5899.411415244635
2025-01,s_cos1,-1.8434275388717651,-1843.4275388717651,-2594.6025530771094
2025-01,s_sin2,-1.6192783117294312,-1619.2783117294312,-2279.115155416931
2025-01,s_cos2,-2.2100095748901367,-2210.0095748901367,-3141.8252762245434
2025-01,intercept,18.104175567626953,18104.175567626953,-34605.16674532184
2025-02,g_fever,6.020959854125977,6020.959854125977,29506.79574612925
2025-02,g_vaccine,0.08762378245592117,87.62378245592117,402.18365854677785
2025-02,wiki_views,3.002438545227051,3002.438545227051,3998.8454188595556
2025-02,x_tilde_lag1,-0.4880838990211487,-488.0838990211487,-25.02303649129834
2025-02,x_tilde_lag2,5.934073448181152,5934.073448181152,302.95082551465583
2025-02,x_tilde_lag12,3.799731731414795,3799.731731414795,186.46169350309773
2025-02,s_sin1,-4.001542568206787,-4001.542568206787,-5663.263999454718
2025-02,s_cos1,-2.2700304985046387,-2270.0304985046387,-3212.7065452177944
2025-02,s_sin2,-1.236297845840454,-1236.297845840454,-1733.203623496978
2025-02,s_cos2,-2.343914747238159,-2343.914747238159,-3348.4496959354146
2025-02,intercept,17.89316749572754,17893.16749572754,-37764.072081409744
2025-03,g_fever,5.219632148742676,5219.632148742676,25673.772715262465
2025-03,g_vaccine,-0.0996171310544014,-99.6171310544014,-461.1844600558152
2025-03,wiki_views,3.384906768798828,3384.906768798828,4400.898758263506
2025-03,x_tilde_lag1,-0.06511098891496658,-65.11098891496658,-3.3501372371673175
2025-03,x_tilde_lag2,5.789731502532959,5789.731502532959,296.8274043051358
2025-03,x_tilde_lag12,4.421302318572998,4421.302318572998,218.5379911313409
2025-03,s_sin1,-3.579457998275757,-3579.457998275757,-5023.823562086823
2025-03,s_cos1,-2.5602331161499023,-2560.2331161499023,-3659.4234303341827
2025-03,s_sin2,-0.9826794266700745,-982.6794266700745,-1391.3242751311607
2025-03,s_cos2,-2.39949631690979,-2399.49631690979,-3394.7057191074823
2025-03,intercept,17.676876068115234,17676.876068115234,-41186.98076458909
2025-04,g_fever,4.688483715057373,4688.483715057373,23131.216923904158
2025-04,g_vaccine,-0.30386102199554443,-303.86102199554443,-1420.2468549727034
2025-04,wiki_views,3.78064227104187,3780.64227104187,4753.63691304864
2025-04,x_tilde_lag1,0.47752538323402405,477.52538323402405,24.65614881851092
2025-04,x_tilde_lag2,5.370987415313721,5370.987415313721,276.35189144337346
2025-04,x_tilde_lag12,5.063690185546875,5063.690185546875,251.61572634304719
2025-04,s_sin1,-2.970738649368286,-2970.738649368286,-4157.58485866961
2025-04,s_cos1,-2.7658352851867676,-2765.8352851867676,-3970.2819752272217
2025-04,s_sin2,-0.8329750299453735,-832.9750299453735,-1172.7038880729613
2025-04,s_cos2,-2.1966347694396973,-2196.6347694396973,-3124.180381338478
2025-04,intercept,17.444843292236328,17444.843292236328,-44273.94995543866
2025-05,g_fever,4.269941806793213,4269.941806793213,21163.511759133664
2025-05,g_vaccine,-0.33612295985221863,-336.1229598522186,-1585.977510406452
2025-05,wiki_views,4.022921085357666,4022.921085357666,5017.89414347938
2025-05,x_tilde_lag1,0.8035555481910706,803.5555481910706,41.61375467024894
2025-05,x_tilde_lag2,5.0386061668396,5038.6061668396,260.1591781600604
2025-05,x_tilde_lag12,5.059353828430176,5059.353828430176,253.156947833449
2025-05,s_sin1,-3.0287599563598633,-3028.7599563598633,-4264.2711945082765
2025-05,s_cos1,-2.686081886291504,-2686.081886291504,-3835.0452261554565
2025-05,s_sin2,-0.761344313621521,-761.344313621521,-1066.6873881702707
2025-05,s_cos2,-2.2508058547973633,-2250.8058547973633,-3214.7480012885467
2025-05,intercept,17.238889694213867,17238.889694213867,-46250.80229555804
2025-06,g_fever,4.207101821899414,4207.101821899414,20974.66529804118
2025-06,g_vaccine,-0.1922583431005478,-192.2583431005478,-913.533160349147
2025-06,wiki_views,4.261604309082031,4261.604309082031,5271.865422567431
2025-06,x_tilde_lag1,0.5488829612731934,548.8829612731934,28.537542520303933
2025-06,x_tilde_lag2,4.635141372680664,4635.141372680664,240.04020179920337
2025-06,x_tilde_lag12,4.966702938079834,4966.702938079834,250.67537920196906
2025-06,s_sin1,-3.0615789890289307,-3061.5789890289307,-4350.556554394734
2025-06,s_cos1,-2.365443706512451,-2365.443706512451,-3346.3904100221143
2025-06,s_sin2,-0.8816399574279785,-881.6399574279785,-1246.827206263224
2025-06,s_cos2,-2.0859460830688477,-2085.9460830688477,-2949.9732915416416
2025-06,intercept,17.04971694946289,17049.71694946289,-48197.50005124353
2025-07,g_fever,4.974752902984619,4974.752902984619,24992.773244700387
2025-07,g_vaccine,0.24860872328281403,248.60872328281403,1192.0196406375492
2025-07,wiki_views,4.520436763763428,4520.436763763428,5574.345660490078
2025-07,x_tilde_lag1,0.0559692308306694,55.9692308306694,2.926906144264454
2025-07,x_tilde_lag2,3.8772339820861816,3877.2339820861816,201.58528763271264
2025-07,x_tilde_lag12,4.404961585998535,4404.961585998535,224.3296851133684
2025-07,s_sin1,-2.8645639419555664,-2864.5639419555664,-4083.903062956529
2025-07,s_cos1,-1.2205456495285034,-1220.5456495285034,-1720.2828785490767
2025-07,s_sin2,-1.4486225843429565,-1448.6225843429565,-2039.913860460291
2025-07,s_cos2,-1.8926061391830444,-1892.6061391830444,-2689.02306624215
2025-07,intercept,16.93348503112793,16933.48503112793,-51294.76232570737
2025-08,g_fever,5.900379657745361,5900.379657745361,29905.181229950664
2025-08,g_vaccine,0.35259050130844116,352.59050130844116,1705.8795370425107
2025-08,wiki_views,4.893131256103516,4893.131256103516,6050.141228468794
2025-08,x_tilde_lag1,0.14680851995944977,146.80851995944977,7.736268471773807
2025-08,x_tilde_lag2,2.653733968734741,2653.733968734741,138.77679115927404
2025-08,x_tilde_lag12,4.946463108062744,4946.463108062744,253.31932185390306
2025-08,s_sin1,-1.3325932025909424,-1332.5932025909424,-1887.944582741201
2025-08,s_cos1,-0.4296848177909851,-429.6848177909851,-608.7537610558004
2025-08,s_sin2,-1.6535704135894775,-1653.5704135894775,-2320.0794280936407
2025-08,s_cos2,-0.9381335973739624,-938.1335973739624,-1338.7280167091892
2025-08,intercept,16.86154556274414,16861.54556274414,-56890.105179782375
