split_month,g_fever,g_vaccine,intercept,mosq_total_monthly_views,s_cos1,s_cos2,s_sin1,s_sin2,wiki_views,x_tilde_lag1,x_tilde_lag12,x_tilde_lag2
2024-11,2.6510285658686894,0.9221020363629688,6.327004531923192,0.09926622490616435,0.2444449810109447,0.051907800788477135,-0.3156513933309889,-0.10647050327872025,0.07805172713629756,-0.03332232991889947,0.2017692541351821,-0.11568913330505806
2024-12,2.127144975071865,0.6626023574652933,8.947761855770414,-0.04845519837757466,0.3389546131538799,0.06406242057953097,-0.43370115169637274,-0.034260833931888834,-0.13005086205678124,-0.042204038279090875,0.24416788424472766,-0.09676283645393423
2025-01,1.7252107682401112,0.4651152189685458,5.570566724692295,0.26509042861944754,0.23730248375645943,0.15733052439130105,-0.510088838073649,-0.09605824058770622,-0.20714351082352978,-0.06903845282923365,0.4010113395728548,-0.060774402232946965
2025-02,1.6963419980170569,0.4578647868393973,5.253017784686529,0.2790597512968059,0.22065437837310722,0.16206346728228616,-0.5086406967321742,-0.0982207632279633,-0.19708555805300118,-0.052850155461291834,0.39664966205262175,-0.057897504465528514
2025-03,1.6454960866367356,0.42934084089253866,4.763557994402871,0.28581302846041606,0.18495819617320144,0.1677200580905816,-0.508231961753805,-0.09300649338812678,-0.17515945826413418,-0.043549145162166326,0.3960221865123685,-0.03552193236726809
2025-04,1.6450501994288338,0.27422769869634117,4.1781364348028385,0.30291764307971686,0.16709874544677186,0.18143258919174476,-0.5006933239282967,-0.07259456124769298,-0.15916585218346813,-0.04266031029620436,0.4319786016058662,-0.030534457342966323
2025-05,1.6820966660063938,0.241118056725627,3.878775676579017,0.3309693887336692,0.16736913459667072,0.16466967202675709,-0.5073823084912807,-0.06047866172267847,-0.15771674744939534,-0.008981994085511303,0.40818022145730704,-0.033401683775253765
2025-06,1.653945517126255,0.27149552658858006,3.7459627146276038,0.32031365832388203,0.1572645328771367,0.15975474495550684,-0.49397411574640815,-0.06075351886151582,-0.1377590438073494,-0.002106018354396351,0.40312025055889245,-0.02868987379564151
2025-07,2.2637878726400977,0.3374426261994845,4.200340137443297,0.33362953625046643,0.18845830669897207,0.1739510322950425,-0.44426134446362164,-0.08955021954134061,-0.15050276455220976,0.010186008939653428,0.3168230328238642,-0.022638486469117737
2025-08,2.2641203403879304,0.33641676322673336,4.11750764656672,0.3302142798576082,0.17800000118222403,0.17285720646729186,-0.43736838785258036,-0.08846111999165042,-0.14401250199550267,0.017024688024115272,0.31331725292780616,-0.019263968274593944
2025-09,2.2281555672632645,0.2900682612946764,4.242930689524496,0.3327011028539299,0.17949619351245233,0.15994733520798413,-0.47582557157785305,-0.09221116677201872,-0.1477237233600207,0.016907512613066108,0.30069791550841235,-0.015387559101239756
2025-10,2.209312406087764,0.28168179418501826,4.233956737621305,0.32757749970579847,0.17595485372667288,0.1562451446815021,-0.4807723583122802,-0.09380828840681839,-0.14125784419525028,0.02144198885368361,0.29585007766148375,-0.013816878056114392
2025-11,2.1716324874143185,0.3394021138788907,4.480996358888847,0.3372368684100706,0.2158870543697235,0.1653804010569375,-0.5036116832033577,-0.10456653741408063,-0.1517634679529786,0.01959357539821297,0.28797973715901354,-0.0315415409543316
2025-12,1.987483870496076,0.33897969698053787,4.024461418971989,0.2978852122774383,0.11119810806165545,0.1152129431625293,-0.4825646071159223,-0.10169249734664511,-0.13629397289068262,-0.0030309824046092747,0.31543592127527414,0.0341836462418642
