split_month,g_fever,g_vaccine,intercept,mosq_total_monthly_views,s_cos1,s_cos2,s_sin1,s_sin2,wiki_views,x_tilde_lag1,x_tilde_lag12,x_tilde_lag2
2024-11,0.5489181280136108,0.2050846666097641,9.384150505065918,0.0342896431684494,0.17092086374759674,0.036294981837272644,-0.2255612015724182,-0.07608271390199661,0.06225099414587021,-0.036188140511512756,0.2268625944852829,-0.12427827715873718
2024-12,0.4374134838581085,0.14596056938171387,9.2554349899292,-0.017964527010917664,0.23967710137367249,0.045298971235752106,-0.3066730201244354,-0.02422606758773327,-0.10530199855566025,-0.04573848098516464,0.27127015590667725,-0.10508470237255096
2025-01,0.35328027606010437,0.10164038091897964,9.258325576782227,0.10489628463983536,0.16859997808933258,0.11066877841949463,-0.3588045537471771,-0.06824798882007599,-0.17053158581256866,-0.0741443932056427,0.44253504276275635,-0.06586404889822006
2025-02,0.3461442291736603,0.09941466897726059,9.247103691101074,0.11709475517272949,0.1559097170829773,0.11344442516565323,-0.35939475893974304,-0.0700610801577568,-0.16706468164920807,-0.05658650025725365,0.4342859983444214,-0.062179483473300934
2025-03,0.3345392346382141,0.0925348624587059,9.237615585327148,0.12381888926029205,0.12940183281898499,0.1185503825545311,-0.3621136248111725,-0.06568962335586548,-0.1531805545091629,-0.046645790338516235,0.4300125241279602,-0.038033224642276764
2025-04,0.3334364593029022,0.05854200944304466,9.222271919250488,0.14114373922348022,0.11640674620866776,0.1275666207075119,-0.35776275396347046,-0.05156413093209267,-0.14403606951236725,-0.04575994610786438,0.4697352647781372,-0.03270566463470459
2025-05,0.3393791615962982,0.05098642408847809,9.214221000671387,0.1655949503183365,0.11722604930400848,0.1152934730052948,-0.3603755831718445,-0.04316642880439758,-0.14593906700611115,-0.009696666151285172,0.4406289756298065,-0.0358286052942276
2025-06,0.3317486643791199,0.05709711089730263,9.212395668029785,0.17010551691055298,0.11116467416286469,0.11296366155147552,-0.34762006998062134,-0.04295922443270683,-0.13016162812709808,-0.0022717041429132223,0.4303702712059021,-0.030972646549344063
2025-07,0.4506016671657562,0.07033614069223404,9.224852561950684,0.1825762689113617,0.13371171057224274,0.12243137508630753,-0.31161734461784363,-0.06359311193227768,-0.14359605312347412,0.010905259288847446,0.3377133309841156,-0.0244195107370615
2025-08,0.4467175602912903,0.06949372589588165,9.234954833984375,0.18483632802963257,0.1256401240825653,0.1211322620511055,-0.3087135851383209,-0.06304813921451569,-0.13786563277244568,0.01806037686765194,0.3344179093837738,-0.020624227821826935
2025-09,0.43578609824180603,0.05950247496366501,9.249695777893066,0.1934497058391571,0.12558385729789734,0.11306502670049667,-0.33920642733573914,-0.0651429072022438,-0.14365679025650024,0.017789822071790695,0.323022723197937,-0.016323653981089592
2025-10,0.42850857973098755,0.05736397206783295,9.267337799072266,0.1972745805978775,0.12266890704631805,0.10993051528930664,-0.34430038928985596,-0.06660304963588715,-0.13964109122753143,0.022423693910241127,0.3212939500808716,-0.014537904411554337
2025-11,0.4180583357810974,0.06856228411197662,9.280767440795898,0.2115495800971985,0.1513117402791977,0.11591244488954544,-0.359112411737442,-0.07456368207931519,-0.1535717248916626,0.020406965166330338,0.3120970129966736,-0.03298564627766609
2025-12,0.38078978657722473,0.06791398674249649,9.237947463989258,0.19530150294303894,0.07862893491983414,0.08146785199642181,-0.34122470021247864,-0.07190745323896408,-0.1426112800836563,-0.00314298621378839,0.33876490592956543,0.035602714866399765
