split_month,feature,beta_hat,coef_y_units_per_stdX,coef_y_units_per_rawX,beta_se,beta_ci_lo,beta_ci_hi,coef_std_se,coef_std_ci_lo,coef_std_ci_hi,coef_raw_se,coef_raw_ci_lo,coef_raw_ci_hi
2024-11,g_fever,0.5489181280136108,0.5489181280136108,2.6510285658686894,0.17565518393735594,0.20464029379863474,0.893195962228587,0.17565518393735594,0.20464029379863474,0.893195962228587,0.8483358202178065,0.988320911446543,4.313736220290836
2024-11,g_vaccine,0.2050846666097641,0.2050846666097641,0.9221020363629688,0.17901920943764862,-0.14578653642886003,0.5559558696483882,0.17901920943764862,-0.14578653642886003,0.5559558696483882,0.8049064822805501,-0.6554856798297359,2.499689752555674
2024-11,wiki_views,0.06225099414587021,0.06225099414587021,0.07805172713629756,0.1260303378806049,-0.18476392905952937,0.3092659173512698,0.1260303378806049,-0.18476392905952937,0.3092659173512698,0.1580197341122294,-0.23166126057026737,0.38776471484286246
2024-11,mosq_total_monthly_views,0.0342896431684494,0.0342896431684494,0.09926622490616435,0.11104602524573799,-0.1833565669395226,0.25193585327642143,0.11104602524573799,-0.1833565669395226,0.25193585327642143,0.3214708202948472,-0.5308050049522839,0.7293374547646125
2024-11,x_tilde_lag1,-0.036188140511512756,-0.036188140511512756,-0.03332232991889947,0.18065038176049875,-0.39025638255550166,0.31788010153247614,0.18065038176049875,-0.39025638255550166,0.31788010153247614,0.16634431987693304,-0.3593512059104984,0.2927065460726994
2024-11,x_tilde_lag2,-0.12427827715873718,-0.12427827715873718,-0.11568913330505806,0.15968102729797348,-0.4372473396771223,0.18869078535964795,0.15968102729797348,-0.4372473396771223,0.18869078535964795,0.14864512186444587,-0.40702821863693917,0.17564995202682307
2024-11,x_tilde_lag12,0.2268625944852829,0.2268625944852829,0.2017692541351821,0.14276567185172567,-0.0529529805727631,0.5066781695433289,0.14276567185172567,-0.0529529805727631,0.5066781695433289,0.1269743176083598,-0.047095835338753056,0.45063434360911725
2024-11,s_sin1,-0.2255612015724182,-0.2255612015724182,-0.3156513933309889,0.07214957253531447,-0.36697176524159475,-0.08415063790324168,0.07214957253531447,-0.36697176524159475,-0.08415063790324168,0.10096644697867266,-0.5135419930561602,-0.11776079360581762
2024-11,s_cos1,0.17092086374759674,0.17092086374759674,0.2444449810109447,0.12122737614254232,-0.0666804274320763,0.4085221549272698,0.12122737614254232,-0.0666804274320763,0.4085221549272698,0.1733751106180393,-0.09536399161606013,0.5842539536379495
2024-11,s_sin2,-0.07608271390199661,-0.07608271390199661,-0.10647050327872025,0.09043165249611301,-0.25332549585681974,0.10116006805282651,0.09043165249611301,-0.25332549585681974,0.10116006805282651,0.1265504746057017,-0.3545048757323462,0.1415638691749057
2024-11,s_cos2,0.036294981837272644,0.036294981837272644,0.051907800788477135,0.10535549337137806,-0.17019799074407668,0.24278795441862197,0.10535549337137806,-0.17019799074407668,0.24278795441862197,0.15067570460324994,-0.2434111535790887,0.34722675515604295
2024-11,intercept,9.384150505065918,9.384150505065918,6.327004531923192,0.020999419884907458,9.342992398395266,9.42530861173657,0.020999419884907458,9.342992398395266,9.42530861173657,2.2660221946185,1.8856826423025206,10.768326421543865
2024-12,g_fever,0.4374134838581085,0.4374134838581085,2.127144975071865,0.19655040134427268,0.0521817760764412,0.8226451916397759,0.19655040134427268,0.0521817760764412,0.8226451916397759,0.9558260410267815,0.25376035917386974,4.00052959096986
2024-12,g_vaccine,0.14596056938171387,0.14596056938171387,0.6626023574652933,0.19542024065905234,-0.2370560641601785,0.5289772029236062,0.19542024065905234,-0.2370560641601785,0.5289772029236062,0.8871293987521619,-1.0761393137156159,2.4013440286462027
2024-12,wiki_views,-0.10530199855566025,-0.10530199855566025,-0.13005086205678124,0.14813190195355794,-0.3956351913460522,0.1850311942347317,0.14813190195355794,-0.3956351913460522,0.1850311942347317,0.18294696977653216,-0.4886203338995219,0.22851860978595945
2024-12,mosq_total_monthly_views,-0.017964527010917664,-0.017964527010917664,-0.04845519837757466,0.12951026238164168,-0.27179997690726787,0.23587092288543254,0.12951026238164168,-0.27179997690726787,0.23587092288543254,0.34932427955494666,-0.7331182052306714,0.6362078084755222
2024-12,x_tilde_lag1,-0.04573848098516464,-0.04573848098516464,-0.042204038279090875,0.20276263582912205,-0.4431459446206545,0.3516689826503252,0.20276263582912205,-0.4431459446206545,0.3516689826503252,0.1870941461059286,-0.40890182636498557,0.32449374980680384
2024-12,x_tilde_lag2,-0.10508470237255096,-0.10508470237255096,-0.09676283645393423,0.18408529342453403,-0.46588524756812555,0.2557158428230236,0.18408529342453403,-0.46588524756812555,0.2557158428230236,0.169507214076342,-0.4289908711632853,0.23546519825541684
2024-12,x_tilde_lag12,0.27127015590667725,0.27127015590667725,0.24416788424472766,0.15725803526200374,-0.03694992948637982,0.5794902412997343,0.15725803526200374,-0.03694992948637982,0.5794902412997343,0.1415465760399229,-0.03325830692848128,0.5215940754179366
2024-12,s_sin1,-0.3066730201244354,-0.3066730201244354,-0.43370115169637274,0.10380022600002117,-0.510117724671595,-0.10322831557727588,0.10380022600002117,-0.510117724671595,-0.10322831557727588,0.14679568989892353,-0.721415416983973,-0.1459868864087725
2024-12,s_cos1,0.23967710137367249,0.23967710137367249,0.3389546131538799,0.13891667200587507,-0.03259457261000609,0.5119487753573511,0.13891667200587507,-0.03259457261000609,0.5119487753573511,0.1964578449526762,-0.046095687433719335,0.7240049137414792
2024-12,s_sin2,-0.02422606758773327,-0.02422606758773327,-0.034260833931888834,0.09905662359328657,-0.21837348226071548,0.16992134708524895,0.09905662359328657,-0.21837348226071548,0.16992134708524895,0.14008722292600329,-0.30882674556108897,0.2403050776973113
2024-12,s_cos2,0.045298971235752106,0.045298971235752106,0.06406242057953097,0.11804713170521076,-0.18606915538471724,0.27666709785622146,0.11804713170521076,-0.18606915538471724,0.27666709785622146,0.16694385751387447,-0.26314152758784937,0.39126636874691134
2024-12,intercept,9.2554349899292,9.2554349899292,8.947761855770414,0.03555123350721188,9.185755852649091,9.325114127209307,0.03555123350721188,9.185755852649091,9.325114127209307,2.5347706624201978,3.979702648358093,13.915821063182737
2025-01,g_fever,0.35328027606010437,0.35328027606010437,1.7252107682401112,0.2095699046971908,-0.05746918938988099,0.7640297415100897,0.2095699046971908,-0.05746918938988099,0.7640297415100897,1.0234147807932978,-0.2806453433607059,3.7310668798409283
2025-01,g_vaccine,0.10164038091897964,0.10164038091897964,0.4651152189685458,0.1918505289993678,-0.27437974633473833,0.4776605081726976,0.1918505289993678,-0.27437974633473833,0.4776605081726976,0.8779246988055077,-1.2555855718284232,2.185816009765515
2025-01,wiki_views,-0.17053158581256866,-0.17053158581256866,-0.20714351082352978,0.12903745604825162,-0.42344035232381194,0.08237718069867461,0.12903745604825162,-0.42344035232381194,0.08237718069867461,0.15674088495810923,-0.5143500002463597,0.10006297859930008
2025-01,mosq_total_monthly_views,0.10489628463983536,0.10489628463983536,0.26509042861944754,0.11350933024124253,-0.11757791454226313,0.32737048382193384,0.11350933024124253,-0.11757791454226313,0.32737048382193384,0.2868570332044949,-0.29713902517337265,0.8273198824122677
2025-01,x_tilde_lag1,-0.0741443932056427,-0.0741443932056427,-0.06903845282923365,0.19163327982767725,-0.449738719907176,0.3014499334958906,0.19163327982767725,-0.449738719907176,0.3014499334958906,0.1784364882884707,-0.41876754340243927,0.28069063774397196
2025-01,x_tilde_lag2,-0.06586404889822006,-0.06586404889822006,-0.060774402232946965,0.1818625714331301,-0.4223081390429978,0.2905800412465577,0.1818625714331301,-0.4223081390429978,0.2905800412465577,0.16780913491174376,-0.38967426293678764,0.26812545847089375
2025-01,x_tilde_lag12,0.44253504276275635,0.44253504276275635,0.4010113395728548,0.1869166628383684,0.07618511548913809,0.8088849700363746,0.1869166628383684,0.07618511548913809,0.8088849700363746,0.16937800198906647,0.069036555900931,0.7329861232447785
2025-01,s_sin1,-0.3588045537471771,-0.3588045537471771,-0.510088838073649,0.09893835379672529,-0.5527201638784404,-0.1648889436159139,0.09893835379672529,-0.5527201638784404,-0.1648889436159139,0.14065415113056728,-0.7857659085656146,-0.23441176758168353
2025-01,s_cos1,0.16859997808933258,0.16859997808933258,0.23730248375645943,0.14852586648551488,-0.12250537099488112,0.4597053271735463,0.14852586648551488,-0.12250537099488112,0.4597053271735463,0.20904840806336358,-0.1724248670731657,0.6470298345860845
2025-01,s_sin2,-0.06824798882007599,-0.06824798882007599,-0.09605824058770622,0.084842563617175,-0.23453635786578728,0.0980403802256353,0.084842563617175,-0.23453635786578728,0.0980403802256353,0.1194149091997711,-0.3301071618363783,0.13799068066096581
2025-01,s_cos2,0.11066877841949463,0.11066877841949463,0.15733052439130105,0.10951892178111994,-0.10398436389715965,0.3253219207361489,0.10951892178111994,-0.10398436389715965,0.3253219207361489,0.155695848826305,-0.14782773185064949,0.4624887806332516
2025-01,intercept,9.258325576782227,9.258325576782227,5.570566724692295,0.03498843546830522,9.189749503388944,9.32690165017551,0.03498843546830522,9.189749503388944,9.32690165017551,2.847978868167605,-0.011369285647354843,11.152502735031945
2025-02,g_fever,0.3461442291736603,0.3461442291736603,1.6963419980170569,0.18490366599839067,-0.01626029679260871,0.7085487551399292,0.18490366599839067,-0.01626029679260871,0.7085487551399292,0.9061536428591612,-0.07968650644666919,3.472370502480783
2025-02,g_vaccine,0.09941466897726059,0.09941466897726059,0.4578647868393973,0.1761097578439999,-0.2457541137230494,0.4445834516775706,0.1761097578439999,-0.2457541137230494,0.4445834516775706,0.8110921412817323,-1.1318465982162709,2.0475761718950656
2025-02,wiki_views,-0.16706468164920807,-0.16706468164920807,-0.19708555805300118,0.11218353712247187,-0.386940374067565,0.052811010769148875,0.11218353712247187,-0.386940374067565,0.052811010769148875,0.13234248435924129,-0.4564720610216694,0.06230094491566704
