split_month,g_fever,g_vaccine,intercept,mosq_total_monthly_views,s_cos1,s_cos2,s_sin1,s_sin2,wiki_views,x_tilde_lag1,x_tilde_lag12,x_tilde_lag2
2025-02,0.007820247672498226,0.07757995277643204,9.598734855651855,0.12007948011159897,0.3396875858306885,0.02530490607023239,-0.8097542524337769,-0.07996410131454468,0.0875280499458313,-0.17837733030319214,0.28957435488700867,-0.14656928181648254
2025-03,0.05258042737841606,0.0860230103135109,9.573884963989258,0.09613680839538574,0.3352287709712982,0.023774178698658943,-0.7304602861404419,-0.0835953876376152,0.12158022820949554,-0.1566883772611618,0.3035348355770111,-0.1623583883047104
2025-04,0.03225921466946602,0.06275641918182373,9.546294212341309,0.09907593578100204,0.30691635608673096,0.021267514675855637,-0.7214967608451843,-0.07013749331235886,0.15039567649364471,-0.13935022056102753,0.3328831195831299,-0.15472838282585144
2025-05,0.013505370356142521,0.0784163773059845,9.52757453918457,0.0693669244647026,0.24828508496284485,0.004597393795847893,-0.6064271330833435,-0.05135713517665863,0.22472794353961945,-0.059189412742853165,0.3686128258705139,-0.13871650397777557
2025-06,0.0252034030854702,0.08296029269695282,9.517523765563965,0.05674998462200165,0.23017257452011108,0.004482294898480177,-0.5571852326393127,-0.050610922276973724,0.25140348076820374,-0.04188403859734535,0.37376534938812256,-0.12853050231933594
2025-07,0.29148557782173157,0.09031423926353455,9.51656436920166,0.13753803074359894,0.41663068532943726,0.06963536143302917,-0.6001991629600525,-0.12466815114021301,0.09160097688436508,-0.17056480050086975,0.2516481876373291,-0.17409932613372803
2025-08,0.39136865735054016,0.08137242496013641,9.516039848327637,0.13397586345672607,0.4374386966228485,0.10392435640096664,-0.5225354433059692,-0.13757507503032684,0.08330149948596954,-0.1763935536146164,0.2715862989425659,-0.19452498853206635
2025-09,0.41319772601127625,0.05998310074210167,9.523606300354004,0.10497738420963287,0.3842889070510864,0.1113879606127739,-0.4429033398628235,-0.12348925322294235,0.13112430274486542,-0.1345989853143692,0.30691197514533997,-0.1848185807466507
2025-10,0.36374738812446594,0.06509285420179367,9.537762641906738,0.07378866523504257,0.29669541120529175,0.09182976931333542,-0.39270174503326416,-0.10508223623037338,0.19145037233829498,-0.07443684339523315,0.31960204243659973,-0.1410754919052124
2025-11,0.3673713803291321,0.07032854110002518,9.549147605895996,0.08238110691308975,0.32174789905548096,0.0991830974817276,-0.40344351530075073,-0.11200687289237976,0.17913565039634705,-0.07877331972122192,0.31019213795661926,-0.15375439822673798
2025-12,0.3493713140487671,0.041641224175691605,9.551345825195312,0.052593719214200974,0.26937904953956604,0.07205259054899216,-0.39551541209220886,-0.1096155121922493,0.25690433382987976,-0.07983027398586273,0.3161699175834656,-0.11412742733955383
2026-01,0.35377636551856995,0.03919520974159241,9.531160354614258,0.050278570502996445,0.27593520283699036,0.07219518721103668,-0.3979499638080597,-0.10861383378505707,0.27037838101387024,-0.08486578613519669,0.3099123537540436,-0.113263338804245
2026-02,0.3856188654899597,0.04527224600315094,9.50657844543457,0.05706780403852463,0.3114423155784607,0.07145938277244568,-0.4127848446369171,-0.10846566408872604,0.2545129060745239,-0.11080761253833771,0.29070937633514404,-0.13137012720108032
