split_month,feature,beta_hat,coef_y_units_per_stdX,coef_y_units_per_rawX
2024-11,g_fever,7.5303544998168945,7530.3544998168945,36368.23757738496
2024-11,g_vaccine,-5.034114837646484,-5034.114837646484,-22586.658153501066
2024-11,wiki_views,9.16982650756836,9169.82650756836,12496.026868005594
2024-11,x_tilde_lag1,3.6331589221954346,3633.1589221954346,182.15780579604868
2024-11,x_tilde_lag2,-3.207139015197754,-3207.139015197754,-163.62799385216746
2024-11,x_tilde_lag12,-0.5955061316490173,-595.5061316490173,-28.431446660608536
2024-11,s_sin1,-9.495508193969727,-9495.508193969727,-13288.058278276501
2024-11,s_cos1,2.1191012859344482,2119.1012859344482,3030.6637951787097
2024-11,s_sin2,-1.9197288751602173,-1919.7288751602173,-2686.4775060506354
2024-11,s_cos2,-3.2930374145507812,-3293.0374145507812,-4709.585773313847
2024-11,intercept,17.67252540588379,17672.52540588379,-105691.44589292149
2024-12,g_fever,9.426259994506836,9426.259994506836,45839.97137943846
2024-12,g_vaccine,-1.0658745765686035,-1065.8745765686035,-4829.740931984771
2024-12,wiki_views,0.8109002113342285,810.9002113342285,1105.779192980571
2024-12,x_tilde_lag1,0.35375499725341797,353.75499725341797,17.874245616523876
2024-12,x_tilde_lag2,6.470546245574951,6470.546245574951,324.4175472741381
2024-12,x_tilde_lag12,2.145220994949341,2145.220994949341,103.84158667135935
2024-12,s_sin1,-4.612293243408203,-4612.293243408203,-6522.7677701020875
2024-12,s_cos1,-2.6661932468414307,-2666.1932468414307,-3770.5667141212093
2024-12,s_sin2,-1.041274070739746,-1041.274070739746,-1472.583938189791
2024-12,s_cos2,-2.5354089736938477,-2535.4089736938477,-3585.6098181253874
2024-12,intercept,18.296659469604492,18296.659469604492,-10858.719532802585
2025-01,g_fever,6.380993843078613,6380.993843078613,31160.97907566219
2025-01,g_vaccine,-0.5491623878479004,-549.1623878479004,-2507.2899094846075
2025-01,wiki_views,2.4549686908721924,2454.9686908721924,3339.687957698976
2025-01,x_tilde_lag1,-1.0402840375900269,-1040.2840375900269,-53.10937611373137
2025-01,x_tilde_lag2,7.505810260772705,7505.810260772705,379.24749386923384
2025-01,x_tilde_lag12,3.1266963481903076,3126.6963481903076,152.35788907719854
2025-01,s_sin1,-5.365017890930176,-5365.017890930176,-7627.0931169876285
2025-01,s_cos1,-3.27258038520813,-3272.58038520813,-4606.118354838003
2025-01,s_sin2,-1.4971705675125122,-1497.1705675125122,-2107.2499433513626
2025-01,s_cos2,-2.9654290676116943,-2965.4290676116943,-4215.7554905329125
